1.233190894126892090e-01,1.059138327836990356e-01
9.313952922821044922e-02,2.156535722315311432e-02
7.588529586791992188e-02,4.147967789322137833e-03
7.369691133499145508e-02,5.790651962161064148e-02
7.177734375000000000e-02,6.129345670342445374e-02
9.897077083587646484e-02,8.351374417543411255e-02
1.550467610359191895e-01,2.213483303785324097e-02
6.787979602813720703e-02,4.093541577458381653e-02
3.196370601654052734e-02,2.953350776806473732e-03
3.165417909622192383e-02,5.459965392947196960e-02
2.968090772628784180e-02,4.472583066672086716e-03
1.520729064941406250e-02,6.493115797638893127e-03
6.865859031677246094e-04,3.211074044884298928e-06
2.374470233917236328e-02,6.046247668564319611e-03
3.481268882751464844e-03,5.057891758042387664e-05
3.903514146804809570e-02,3.543155267834663391e-02
4.167151451110839844e-02,5.026880651712417603e-02
3.476816415786743164e-02,2.680215053260326385e-03
2.484953403472900391e-02,8.584427647292613983e-03
4.359835386276245117e-02,6.754741538316011429e-03
3.597635030746459961e-02,1.285701896995306015e-02
1.362562179565429688e-01,4.553786665201187134e-02
1.650710105895996094e-01,4.747859388589859009e-02
1.154255867004394531e-01,7.600989937782287598e-02
1.344681978225708008e-01,4.963241145014762878e-02
8.217370510101318359e-02,5.614171177148818970e-02
7.633459568023681641e-02,1.735309883952140808e-02
9.802758693695068359e-03,2.818950742948800325e-04
3.191894292831420898e-02,3.066459298133850098e-02
6.820499897003173828e-03,1.933166786329820752e-04
1.214700937271118164e-02,1.406203373335301876e-03
7.845163345336914062e-04,1.089089096240059007e-06
2.996486425399780273e-02,4.479983821511268616e-03
2.745926380157470703e-02,4.959428217262029648e-03
2.997362613677978516e-02,4.419081844389438629e-03
5.493223667144775391e-02,6.033355835825204849e-03
8.436083793640136719e-03,2.030082978308200836e-04
3.558999300003051758e-02,4.801019560545682907e-03
5.323970317840576172e-02,4.629032220691442490e-03
5.330264568328857422e-02,1.275993511080741882e-02
1.346417665481567383e-01,1.884999312460422516e-02
1.183832883834838867e-01,8.433299511671066284e-02
7.149183750152587891e-02,2.376927994191646576e-02
1.133124232292175293e-01,9.784924983978271484e-02
1.284067630767822266e-01,9.680328518152236938e-02
1.284213662147521973e-01,5.917922779917716980e-02
1.489973664283752441e-01,7.809820771217346191e-02
1.387584805488586426e-01,3.293073922395706177e-02
1.607550084590911865e-01,7.239274680614471436e-02
5.828762054443359375e-02,1.384010910987854004e-02
1.067599058151245117e-01,3.533722832798957825e-02
6.069421768188476562e-02,1.460234634578227997e-02
2.117127180099487305e-02,3.220737352967262268e-02
1.046150922775268555e-02,1.182227279059588909e-03
5.571544170379638672e-03,1.372933329548686743e-04
1.331406831741333008e-02,8.590669604018330574e-04
2.347010374069213867e-02,2.066400134935975075e-03
3.504371643066406250e-02,3.328286344185471535e-03
9.979242086410522461e-02,2.617571875452995300e-02
5.150866508483886719e-02,1.829373068176209927e-03
1.014726758003234863e-01,1.058204751461744308e-02
8.000946044921875000e-02,7.571983151137828827e-03
1.192088127136230469e-01,4.388329759240150452e-02
7.430541515350341797e-02,8.134809136390686035e-02
4.937547445297241211e-02,4.145572707056999207e-02
5.743473768234252930e-02,1.285124197602272034e-02
1.045067310333251953e-01,5.740121752023696899e-02
1.349869370460510254e-01,4.609872773289680481e-02
6.786662340164184570e-02,2.208168059587478638e-02
1.588952541351318359e-01,3.838746994733810425e-02
9.324932098388671875e-02,4.947488754987716675e-02
9.998297691345214844e-02,1.514544151723384857e-02
1.159385442733764648e-01,5.240516364574432373e-02
1.147320270538330078e-01,1.462435908615589142e-02
1.129392385482788086e-01,1.256380677223205566e-01
1.425587534904479980e-01,7.816624641418457031e-02
1.545625030994415283e-01,7.894513010978698730e-02
1.284649968147277832e-01,7.184008508920669556e-02
6.462872028350830078e-02,9.613639675080776215e-03
7.444775104522705078e-02,2.156217768788337708e-02
2.831816673278808594e-02,2.809985913336277008e-02
2.870076894760131836e-02,3.688778728246688843e-02
8.165478706359863281e-03,2.161950396839529276e-04
1.536762714385986328e-02,3.119293134659528732e-03
4.914402961730957031e-04,9.667814993008505553e-07
8.259415626525878906e-04,6.662957048320095055e-07
2.517759799957275391e-03,9.128606507147196680e-06
5.821943283081054688e-03,7.311163062695413828e-05
2.317631244659423828e-02,8.660290623083710670e-04
6.892722845077514648e-02,2.032184787094593048e-02
9.059882164001464844e-02,5.914640612900257111e-03
9.714847803115844727e-02,2.128830365836620331e-02
1.621289849281311035e-01,3.396378085017204285e-02
1.730810403823852539e-01,2.813096717000007629e-02
1.529768407344818115e-01,8.301713317632675171e-02
1.601791977882385254e-01,5.236052349209785461e-02
1.207883358001708984e-01,3.189323097467422485e-02
6.678956747055053711e-02,6.009604409337043762e-02
8.094996213912963867e-02,6.060238555073738098e-02
6.581264734268188477e-02,1.291374489665031433e-02
1.140530109405517578e-01,5.384889990091323853e-02
3.868561983108520508e-02,2.712931670248508453e-02
9.209752082824707031e-02,1.320007592439651489e-01
8.082318305969238281e-02,1.163150221109390259e-01
