aleatoric,epistemic
5.609244108200073242e-02,7.470812182873487473e-03
8.035194873809814453e-02,2.470990084111690521e-02
3.634172677993774414e-02,3.907997626811265945e-03
1.042800545692443848e-01,2.658822014927864075e-02
5.667454004287719727e-02,1.278864406049251556e-02
9.468138217926025391e-02,1.412104349583387375e-02
1.043949127197265625e-01,3.085389174520969391e-02
9.620928764343261719e-02,1.148000545799732208e-02
1.443589925765991211e-01,1.981594972312450409e-02
1.407214999198913574e-01,1.309764385223388672e-02
2.193118333816528320e-01,1.554225292056798935e-02
1.445359587669372559e-01,1.257757935672998428e-02
1.458047032356262207e-01,1.331821084022521973e-02
1.746698617935180664e-01,1.552342530339956284e-02
1.377744078636169434e-01,2.632559463381767273e-02
1.263490915298461914e-01,1.364256162196397781e-02
1.749930977821350098e-01,2.345121651887893677e-02
1.690884232521057129e-01,1.495022606104612350e-02
1.897843480110168457e-01,1.349990349262952805e-02
1.268484592437744141e-01,1.643176935613155365e-02
1.229726672172546387e-01,7.451013196259737015e-03
1.560762524604797363e-01,8.315825834870338440e-03
1.604708433151245117e-01,1.394873857498168945e-02
1.954899728298187256e-01,3.033214434981346130e-02
1.910514831542968750e-01,5.836392194032669067e-02
2.357108294963836670e-01,1.253460627049207687e-02
1.985321342945098877e-01,5.146766826510429382e-02
1.964768469333648682e-01,2.323379367589950562e-02
1.549600362777709961e-01,1.253663375973701477e-02
1.751906871795654297e-01,1.945587061345577240e-02
1.840785145759582520e-01,1.869661547243595123e-02
2.180108726024627686e-01,1.571804657578468323e-02
1.973124146461486816e-01,2.072671800851821899e-02
2.186680436134338379e-01,7.971969433128833771e-03
1.486459374427795410e-01,1.556309964507818222e-02
1.349227428436279297e-01,1.442770287394523621e-02
1.846054196357727051e-01,8.156122639775276184e-03
1.448826193809509277e-01,9.095993824303150177e-03
1.587185263633728027e-01,4.660062119364738464e-02
1.834012269973754883e-01,2.232017368078231812e-02
1.991526484489440918e-01,3.726084902882575989e-02
1.386243551969528198e-01,8.173014968633651733e-02
1.217644214630126953e-01,1.031029447913169861e-01
1.600069552659988403e-01,5.118593946099281311e-02
1.068162024021148682e-01,1.431596428155899048e-01
1.152147129178047180e-01,1.824093796312808990e-02
1.237929016351699829e-01,9.589471668004989624e-02
1.326412111520767212e-01,6.284412741661071777e-02
6.652106344699859619e-02,1.509801764041185379e-02
8.376742899417877197e-02,3.115264885127544403e-02
5.430187284946441650e-02,6.878097541630268097e-03
2.070535570383071899e-01,3.761023655533790588e-02
2.028530538082122803e-01,4.711463302373886108e-02
1.478375792503356934e-01,2.988712675869464874e-02
1.775821447372436523e-01,3.848839551210403442e-02
1.848322749137878418e-01,2.415034361183643341e-02
1.678969264030456543e-01,2.947278879582881927e-02
1.678130030632019043e-01,6.004505604505538940e-02
1.854755878448486328e-01,2.693425863981246948e-02
1.861450672149658203e-01,5.434340983629226685e-02
1.794304847717285156e-01,2.726791240274906158e-02
2.218647301197052002e-01,2.192074619233608246e-02
1.612400114536285400e-01,8.518873900175094604e-02
2.082363963127136230e-01,3.090520389378070831e-02
2.337476909160614014e-01,1.341354008764028549e-02
1.960095167160034180e-01,2.674559131264686584e-02
1.887554228305816650e-01,6.095752492547035217e-02
1.626705229282379150e-01,8.368181437253952026e-02
1.528985202312469482e-01,9.708459675312042236e-02
1.700875759124755859e-01,1.721611618995666504e-02
1.933585107326507568e-01,2.142739854753017426e-02
1.221301555633544922e-01,2.007999271154403687e-02
1.361336708068847656e-01,5.523692816495895386e-02
7.091045379638671875e-02,5.742786452174186707e-03
9.858733415603637695e-02,3.723040921613574028e-03
1.106832027435302734e-01,3.739782050251960754e-02
9.712791442871093750e-02,1.423433888703584671e-02
1.312055587768554688e-01,3.794176504015922546e-02
1.153206229209899902e-01,1.731353439390659332e-02
1.571505665779113770e-01,3.058516420423984528e-02
1.363289952278137207e-01,1.084594894200563431e-02
1.268998384475708008e-01,1.072996202856302261e-02
1.281380057334899902e-01,7.672457955777645111e-03
1.148421764373779297e-01,1.874672621488571167e-02
8.078187704086303711e-02,7.054492365568876266e-03
7.784920930862426758e-02,2.262351335957646370e-03
7.274407148361206055e-02,8.866798132658004761e-03
1.060662865638732910e-01,1.350250933319330215e-02
8.065336942672729492e-02,1.158864516764879227e-02
1.075544357299804688e-01,8.489837870001792908e-03
8.860504627227783203e-02,2.117482759058475494e-02
1.081959009170532227e-01,1.915029436349868774e-02
6.149011850357055664e-02,8.410274051129817963e-03
1.218888759613037109e-01,1.444534491747617722e-02
8.822506666183471680e-02,5.411147605627775192e-03
5.347418785095214844e-02,2.975993324071168900e-03
1.345369219779968262e-01,2.175302244722843170e-02
8.782333135604858398e-02,1.584468968212604523e-02
7.849407196044921875e-02,5.218072794377803802e-03
1.058291196823120117e-01,1.617952622473239899e-02
1.136947870254516602e-01,1.317317131906747818e-02
8.416932821273803711e-02,7.132045924663543701e-03
1.646170616149902344e-01,3.591486439108848572e-02
1.287435889244079590e-01,1.589742489159107208e-02
6.664896011352539062e-02,5.543681792914867401e-03
4.347664117813110352e-02,7.326531689614057541e-03
5.172759294509887695e-02,3.238137811422348022e-03
4.255527257919311523e-02,4.318676423281431198e-03
8.007615804672241211e-02,7.584234233945608139e-03
1.097455620765686035e-01,7.475192658603191376e-03
1.597476601600646973e-01,4.242732748389244080e-02
1.020101904869079590e-01,5.431510973721742630e-03
1.176249980926513672e-01,4.559961613267660141e-03
8.527654409408569336e-02,1.218660827726125717e-02
1.542037129402160645e-01,1.822034828364849091e-02
1.684213876724243164e-01,3.999184444546699524e-02
1.448448300361633301e-01,4.335755482316017151e-02
1.213774681091308594e-01,6.136467680335044861e-02
6.069982051849365234e-02,5.327131599187850952e-02
1.700702309608459473e-01,4.457049071788787842e-02
1.260663866996765137e-01,2.937811054289340973e-02
1.043393611907958984e-01,1.531925890594720840e-02
5.850094556808471680e-02,1.033924426883459091e-02
1.629186868667602539e-01,2.212990447878837585e-02
1.711558103561401367e-01,1.888128556311130524e-02
1.392970681190490723e-01,1.855400763452053070e-02
1.060624718666076660e-01,2.553080767393112183e-02
1.802980899810791016e-01,3.020116500556468964e-02
1.481048464775085449e-01,3.017988428473472595e-02
1.861212253570556641e-01,1.814338751137256622e-02
2.116550207138061523e-01,3.515593707561492920e-02
2.206137776374816895e-01,1.100029703229665756e-02
1.903597712516784668e-01,1.626512408256530762e-02
1.858737468719482422e-01,2.234140969812870026e-02
1.162398457527160645e-01,6.536012049764394760e-03
1.296744346618652344e-01,7.248684298247098923e-03
7.437771558761596680e-02,3.616472939029335976e-03
7.347524166107177734e-02,2.832453930750489235e-03
5.396926403045654297e-02,1.766953035257756710e-03
6.850451231002807617e-02,5.105788353830575943e-03
8.361589908599853516e-02,8.208742365241050720e-03
8.844900131225585938e-02,1.407705619931221008e-02
7.765161991119384766e-02,1.008108910173177719e-02
1.039713621139526367e-01,7.271979935467243195e-03
8.193552494049072266e-02,8.694062009453773499e-03
9.720170497894287109e-02,1.188226975500583649e-02
1.162374019622802734e-01,1.102086622267961502e-02
1.308896541595458984e-01,3.326684981584548950e-02
4.658901691436767578e-02,1.656247768551111221e-03
6.002515554428100586e-02,7.816151715815067291e-03
6.139165163040161133e-02,3.275587223470211029e-03
1.535552740097045898e-02,1.348644960671663284e-03
5.789148807525634766e-02,1.055981777608394623e-02
7.225692272186279297e-03,5.273274728097021580e-04
5.933940410614013672e-03,1.340986054856330156e-04
5.101561546325683594e-03,1.017326067085377872e-04
2.023965120315551758e-02,8.339092019014060497e-04
7.379484176635742188e-02,1.657116226851940155e-02
1.381443738937377930e-01,4.827667027711868286e-02
5.685657262802124023e-02,1.050569675862789154e-02
1.225146651268005371e-01,7.802923209965229034e-03
3.450638055801391602e-02,2.264330629259347916e-03
1.310753822326660156e-01,2.673011086881160736e-02
1.222103238105773926e-01,3.827581927180290222e-02
1.610454320907592773e-01,5.207913368940353394e-02
1.872390508651733398e-01,3.540435060858726501e-02
1.744538545608520508e-01,4.121239110827445984e-02
2.024005651473999023e-01,4.621973261237144470e-02
1.650660634040832520e-01,2.059502340853214264e-02
2.128174304962158203e-01,2.938965521752834320e-02
1.553736329078674316e-01,1.919000037014484406e-02
1.539167761802673340e-01,1.959828846156597137e-02
1.705170273780822754e-01,2.989855781197547913e-02
2.167226672172546387e-01,3.020608797669410706e-02
2.122902870178222656e-01,1.626200042665004730e-02
1.231486797332763672e-01,1.647830754518508911e-02
1.854923367500305176e-01,1.589576154947280884e-02
1.407086253166198730e-01,7.678129244595766068e-03
1.182210445404052734e-01,2.599824592471122742e-02
1.403235197067260742e-01,1.561109814792871475e-02
1.165010929107666016e-01,1.234689913690090179e-02
1.321636438369750977e-01,1.121943537145853043e-02
1.181684136390686035e-01,1.457520294934511185e-02
1.177017688751220703e-01,1.101066451519727707e-02
9.619158506393432617e-02,1.282521709799766541e-02
1.403890252113342285e-01,5.686266347765922546e-02
1.779541969299316406e-01,3.331378474831581116e-02
1.537190675735473633e-01,4.801401868462562561e-02
1.137374639511108398e-01,1.170605421066284180e-02
1.531981229782104492e-01,1.086563430726528168e-02
8.249831199645996094e-02,1.594804786145687103e-02
1.443549990653991699e-01,1.265688054263591766e-02
9.774941205978393555e-02,7.260101381689310074e-03
1.395849585533142090e-01,2.171796374022960663e-02
8.920902013778686523e-02,7.622403092682361603e-03
1.310188770294189453e-01,1.316060032695531845e-02
6.331145763397216797e-02,2.261946909129619598e-03
1.659343242645263672e-01,3.165184706449508667e-02
1.501680016517639160e-01,2.461713738739490509e-02
1.657540798187255859e-01,5.160193890333175659e-02
1.798961162567138672e-01,2.981075085699558258e-02
2.076804935932159424e-01,2.894388698041439056e-02
8.754599094390869141e-02,5.774856545031070709e-03
1.324256658554077148e-01,1.004890725016593933e-02
9.999150037765502930e-02,2.480869367718696594e-02
2.123749852180480957e-01,2.824507467448711395e-02
1.979987919330596924e-01,2.532593160867691040e-02
1.374090909957885742e-01,2.061945199966430664e-02
1.515782475471496582e-01,2.496954612433910370e-02
1.490164995193481445e-01,8.450361900031566620e-03
9.813731908798217773e-02,9.702614508569240570e-03
1.905767023563385010e-01,4.239618778228759766e-02
1.843731850385665894e-01,4.616275802254676819e-02
1.955273747444152832e-01,5.204750224947929382e-02
1.899925172328948975e-01,5.962923541665077209e-02
1.772185564041137695e-01,5.732766538858413696e-02
2.009922564029693604e-01,2.312496677041053772e-02
1.921159327030181885e-01,2.694726921617984772e-02
1.662272214889526367e-01,2.510115876793861389e-02
6.852322816848754883e-02,4.242859315127134323e-03
1.063289642333984375e-01,9.266311302781105042e-03
9.104704856872558594e-02,1.448036450892686844e-02
1.262996792793273926e-01,7.504563312977552414e-03
1.223476529121398926e-01,8.300146088004112244e-03
9.350949525833129883e-02,2.407723851501941681e-02
1.341357827186584473e-01,2.448603138327598572e-02
1.465606093406677246e-01,2.135220356285572052e-02
1.846155524253845215e-01,1.656311936676502228e-02
1.688305735588073730e-01,2.360041253268718719e-02
1.441348791122436523e-01,1.165525428950786591e-02
1.620545983314514160e-01,2.566807903349399567e-02
2.026403844356536865e-01,3.165163844823837280e-02
1.922782063484191895e-01,5.293950811028480530e-02
2.104081213474273682e-01,2.914062887430191040e-02
2.374154329299926758e-01,8.865904994308948517e-03
2.087783813476562500e-01,1.802558265626430511e-02
1.989356875419616699e-01,2.695967070758342743e-02
1.751876473426818848e-01,2.079192362725734711e-02
1.456329822540283203e-01,1.061842404305934906e-02
1.554631590843200684e-01,2.265301719307899475e-02
1.045559644699096680e-01,1.295156590640544891e-02
8.058464527130126953e-02,2.591614238917827606e-02
6.351900100708007812e-02,7.727009709924459457e-03
7.903492450714111328e-02,1.201202347874641418e-02
5.268126726150512695e-02,2.774075139313936234e-03
6.954610347747802734e-02,9.058898314833641052e-03
1.346439123153686523e-01,1.628659106791019440e-02
6.839317083358764648e-02,1.860029622912406921e-02
9.371721744537353516e-02,1.069331541657447815e-02
1.194314360618591309e-01,1.854743622243404388e-02
7.275223731994628906e-02,9.951779618859291077e-03
6.093788146972656250e-02,1.925837947055697441e-03
2.021706104278564453e-02,7.898967596702277660e-04
3.749024868011474609e-02,2.349150367081165314e-03
2.687209844589233398e-02,5.886906292289495468e-03
2.934819459915161133e-02,1.618081121705472469e-03
7.709360122680664062e-02,4.421296063810586929e-03
2.635765075683593750e-02,1.080158981494605541e-03
3.488385677337646484e-02,1.870030886493623257e-03
4.482281208038330078e-02,2.651888178661465645e-03
3.231531381607055664e-02,1.149470265954732895e-02
8.801305294036865234e-02,9.731340222060680389e-03
9.324216842651367188e-02,4.274875391274690628e-03
1.037827134132385254e-01,5.253250245004892349e-03
1.533085703849792480e-01,2.532505244016647339e-02
1.594896316528320312e-01,2.896705083549022675e-02
1.691452264785766602e-01,2.112363092601299286e-02
1.713841557502746582e-01,1.779414154589176178e-02
1.616533994674682617e-01,3.067722916603088379e-02
1.820125579833984375e-01,2.805903181433677673e-02
6.292963027954101562e-02,5.121282767504453659e-03
1.193856000900268555e-01,1.415195409208536148e-02
8.037781715393066406e-02,1.761819981038570404e-02
9.208822250366210938e-02,7.605120074003934860e-03
8.398991823196411133e-02,4.382142797112464905e-03
7.799488306045532227e-02,4.270893987268209457e-03
3.597068786621093750e-02,2.432260662317276001e-03
6.036961078643798828e-02,7.463947869837284088e-03
2.359336614608764648e-02,1.050085294991731644e-03
9.498405456542968750e-02,1.583040505647659302e-02
8.573168516159057617e-02,1.726691797375679016e-02
8.053946495056152344e-02,9.601027704775333405e-03
1.043847799301147461e-01,7.331253029406070709e-03
7.059490680694580078e-02,4.220390692353248596e-03
7.583993673324584961e-02,6.698647048324346542e-03
1.744459271430969238e-01,1.532760448753833771e-02
4.025363922119140625e-02,2.776623703539371490e-03
7.985764741897583008e-02,4.785342607647180557e-03
3.486090898513793945e-02,1.341196359135210514e-03
3.596967458724975586e-02,8.649093215353786945e-04
5.632388591766357422e-02,3.190321614965796471e-03
1.418308019638061523e-01,8.011630736291408539e-03
3.564292192459106445e-02,7.445949595421552658e-04
8.781343698501586914e-02,1.607733592391014099e-02
8.108407258987426758e-02,8.601448498666286469e-03
7.687777280807495117e-02,8.794018998742103577e-03
1.684116125106811523e-01,1.712186820805072784e-02
8.497190475463867188e-02,7.871028035879135132e-03
9.300935268402099609e-02,8.883579634130001068e-03
4.466915130615234375e-02,2.214063191786408424e-03
4.988795518875122070e-02,2.364740474149584770e-03
5.716896057128906250e-02,1.791179762221872807e-03
4.485374689102172852e-02,3.829346271231770515e-03
9.618276357650756836e-02,1.696089096367359161e-02
8.849710226058959961e-02,8.655259385704994202e-03
6.866919994354248047e-02,1.115317270159721375e-02
6.970316171646118164e-02,5.779995117336511612e-03
1.194108724594116211e-01,1.700456626713275909e-02
9.956246614456176758e-02,5.906521342694759369e-03
1.051773428916931152e-01,1.325761806219816208e-02
1.525380015373229980e-01,8.037462830543518066e-03
1.655437946319580078e-01,3.445382788777351379e-02
1.691259741783142090e-01,2.351093664765357971e-02
1.426012516021728516e-01,2.973613515496253967e-02
1.498799324035644531e-01,7.111886888742446899e-02
1.017600297927856445e-01,8.863944560289382935e-03
1.400173902511596680e-01,2.267482876777648926e-02
8.129614591598510742e-02,6.362577527761459351e-02
1.659517884254455566e-01,3.497217595577239990e-02
1.345134377479553223e-01,4.470477253198623657e-02
1.633568108081817627e-01,8.663746714591979980e-02
2.169036865234375000e-01,2.802222780883312225e-02
1.962127089500427246e-01,2.482623793184757233e-02
1.483709216117858887e-01,1.095620635896921158e-02
1.533206105232238770e-01,1.853891834616661072e-02
6.931155920028686523e-02,1.258912123739719391e-02
1.730567216873168945e-01,9.643343277275562286e-03
8.831733465194702148e-02,6.425327621400356293e-03
9.010970592498779297e-02,1.454537920653820038e-02
6.321686506271362305e-02,4.580678418278694153e-03
8.836454153060913086e-02,1.148920413106679916e-02
2.242940664291381836e-02,7.443079375661909580e-04
9.693783521652221680e-02,1.107622031122446060e-02
2.616894245147705078e-02,1.231238362379372120e-03
8.573567867279052734e-02,1.010350417345762253e-02
7.504045963287353516e-02,5.472875665873289108e-03
4.731237888336181641e-02,2.782780909910798073e-03
1.018062829971313477e-01,4.990617558360099792e-02
9.724217653274536133e-02,7.724244147539138794e-02
1.535981595516204834e-01,9.627365320920944214e-02
1.978164911270141602e-01,2.400893904268741608e-02
1.666423082351684570e-01,6.392600387334823608e-02
1.646378040313720703e-01,5.306738987565040588e-02
1.565733551979064941e-01,2.559545449912548065e-02
3.067272901535034180e-02,1.233172952197492123e-03
4.857909679412841797e-02,3.967495169490575790e-03
4.728168249130249023e-02,6.170098669826984406e-03
6.375020742416381836e-02,7.249109912663698196e-03
4.940062761306762695e-02,2.401490462943911552e-03
6.550049781799316406e-02,1.519875507801771164e-02
1.804786920547485352e-02,1.405164133757352829e-03
4.734110832214355469e-02,7.423674222081899643e-03
2.384114265441894531e-02,3.908975049853324890e-04
4.134953022003173828e-02,1.804033177904784679e-03
2.800887823104858398e-02,6.728157168254256248e-04
3.242146968841552734e-02,8.980612270534038544e-03
6.353521347045898438e-02,1.083537656813859940e-02
5.634856224060058594e-02,3.939009271562099457e-03
7.803982496261596680e-02,2.691464731469750404e-03
4.936450719833374023e-02,4.367330111563205719e-03
3.091835975646972656e-02,8.124370942823588848e-04
9.437775611877441406e-02,1.757440902292728424e-02
4.676032066345214844e-02,3.716264152899384499e-03
1.107263565063476562e-01,3.418703004717826843e-02
1.207485198974609375e-01,1.724264957010746002e-02
4.663908481597900391e-02,6.455855444073677063e-03
8.190351724624633789e-02,2.277439087629318237e-02
7.908153533935546875e-02,1.568672992289066315e-02
8.709502220153808594e-02,3.003996238112449646e-02
1.147817969322204590e-01,1.357476599514484406e-02
1.643227338790893555e-01,5.367450043559074402e-02
1.817732751369476318e-01,3.983527421951293945e-02
1.624047756195068359e-01,4.481850191950798035e-02
1.440833210945129395e-01,1.596137136220932007e-02
1.315742731094360352e-01,3.979104384779930115e-02
1.388664245605468750e-01,1.975574158132076263e-02
1.418725252151489258e-01,1.144083961844444275e-02
1.994470059871673584e-01,2.659211494028568268e-02
1.165428757667541504e-01,1.481211185455322266e-02
2.037560641765594482e-01,3.497689962387084961e-02
1.708846688270568848e-01,2.296192571520805359e-02
2.092604637145996094e-01,2.362700179219245911e-02
1.433972716331481934e-01,5.049785226583480835e-02
1.381645202636718750e-01,5.042082816362380981e-02
1.318069100379943848e-01,2.650357410311698914e-02
1.100568771362304688e-01,1.696071587502956390e-02
1.398940682411193848e-01,1.616276055574417114e-02
1.424332857131958008e-01,1.513613574206829071e-02
1.224188804626464844e-01,3.360052406787872314e-02
1.699860692024230957e-01,2.028287388384342194e-02
1.713498234748840332e-01,1.522049680352210999e-02
1.501078605651855469e-01,1.366693433374166489e-02
1.298531293869018555e-01,2.037905715405941010e-02
1.104382872581481934e-01,9.458822198212146759e-03
7.297891378402709961e-02,5.635460373014211655e-03
4.825341701507568359e-02,3.099371446296572685e-03
3.245139122009277344e-02,9.321745019406080246e-04
4.681092500686645508e-02,9.905197657644748688e-03
7.615995407104492188e-02,9.347956627607345581e-03
2.648365497589111328e-02,5.992444930598139763e-04
2.797979116439819336e-02,1.032246160320937634e-03
4.657405614852905273e-02,4.011276643723249435e-03
8.162808418273925781e-02,3.452599281445145607e-03
9.393548965454101562e-02,7.857966236770153046e-03
9.795397520065307617e-02,9.232318028807640076e-03
1.193099617958068848e-01,1.824495010077953339e-02
1.084029078483581543e-01,1.914780400693416595e-02
1.074967980384826660e-01,1.808234676718711853e-02
7.812142372131347656e-02,1.067726872861385345e-02
7.297170162200927734e-02,3.298071399331092834e-02
1.291688084602355957e-01,2.220451459288597107e-02
1.293098926544189453e-01,7.002715487033128738e-03
1.487106680870056152e-01,8.158775046467781067e-03
1.513062715530395508e-01,9.654316119849681854e-03
1.235623955726623535e-01,2.402584627270698547e-02
1.388202905654907227e-01,2.432024478912353516e-02
1.140316128730773926e-01,1.556095108389854431e-02
1.153745651245117188e-01,4.963654652237892151e-02
1.601049900054931641e-01,2.055740356445312500e-02
1.772504448890686035e-01,3.516812995076179504e-02
1.831757426261901855e-01,2.663137204945087433e-02
1.766173243522644043e-01,2.354120649397373199e-02
1.901903450489044189e-01,5.230768397450447083e-02
1.881016194820404053e-01,5.630302056670188904e-02
1.964256465435028076e-01,5.256841331720352173e-02
1.893128752708435059e-01,5.713265761733055115e-02
1.418492347002029419e-01,7.052961736917495728e-02
2.224348783493041992e-01,2.756460197269916534e-02
1.752932369709014893e-01,2.935570478439331055e-02
2.179285287857055664e-01,1.984285004436969757e-02
1.847159862518310547e-01,1.116452645510435104e-02
1.591354608535766602e-01,3.774322941899299622e-02
1.913637518882751465e-01,1.889507845044136047e-02
1.877155303955078125e-01,1.302610151469707489e-02
1.436714529991149902e-01,2.054928615689277649e-02
1.166090369224548340e-01,4.563279449939727783e-03
1.741807460784912109e-01,3.074694983661174774e-02
9.752804040908813477e-02,2.077071927487850189e-02
1.248713731765747070e-01,3.989814221858978271e-02
2.093081772327423096e-01,3.981431201100349426e-02
1.826843023300170898e-01,6.618444621562957764e-02
1.991365253925323486e-01,3.506451100111007690e-02
2.013729810714721680e-01,4.662389680743217468e-02
1.806524991989135742e-01,2.472919784486293793e-02
1.911797225475311279e-01,3.064480237662792206e-02
1.830819547176361084e-01,6.679622083902359009e-02
2.073456346988677979e-01,4.261367395520210266e-02
2.064106613397598267e-01,3.291941806674003601e-02
2.045535892248153687e-01,4.299754276871681213e-02
1.868632733821868896e-01,6.248943135142326355e-02
1.715232729911804199e-01,3.481050953269004822e-02
1.813969016075134277e-01,6.811873614788055420e-02
9.736011177301406860e-02,5.196396633982658386e-02
1.024944931268692017e-01,4.096740484237670898e-02
1.557715535163879395e-01,8.592144399881362915e-02
1.171078309416770935e-01,3.097895346581935883e-02
1.067744493484497070e-01,8.937563747167587280e-03
1.049216985702514648e-01,1.348500233143568039e-02
1.873324513435363770e-01,4.817571863532066345e-02
1.771923899650573730e-01,5.288702249526977539e-02
1.891275495290756226e-01,5.233981832861900330e-02
2.124518156051635742e-01,3.664839640259742737e-02
2.079352140426635742e-01,4.080707579851150513e-02
2.042893767356872559e-01,2.389577589929103851e-02
2.033221125602722168e-01,2.803887054324150085e-02
2.027496993541717529e-01,2.625822462141513824e-02
2.001454532146453857e-01,4.571243748068809509e-02
2.149806320667266846e-01,3.501863405108451843e-02
1.724840402603149414e-01,2.043598704040050507e-02
2.102257907390594482e-01,2.988853305578231812e-02
1.986678838729858398e-01,2.545016631484031677e-02
2.122620344161987305e-01,2.600550837814807892e-02
2.085254788398742676e-01,2.565706521272659302e-02
1.975921392440795898e-01,1.052914746105670929e-02
2.084602117538452148e-01,3.609774634242057800e-02
2.190831303596496582e-01,2.860647067427635193e-02
1.944307088851928711e-01,2.910512313246726990e-02
2.173134684562683105e-01,2.554275281727313995e-02
1.759926974773406982e-01,5.559624731540679932e-02
1.594183444976806641e-01,1.484024431556463242e-02
1.598373651504516602e-01,2.513084188103675842e-02
1.571210324764251709e-01,7.591185718774795532e-02
1.231328248977661133e-01,1.086621135473251343e-01
2.233087420463562012e-01,1.770570129156112671e-02
2.048439681529998779e-01,3.388929367065429688e-02
1.930798441171646118e-01,2.612119913101196289e-02
1.748387664556503296e-01,5.405888333916664124e-02
2.093634903430938721e-01,2.952293679118156433e-02
1.820375323295593262e-01,4.933926090598106384e-02
1.902591437101364136e-01,5.604714155197143555e-02
1.570481359958648682e-01,1.519924215972423553e-02
1.976740956306457520e-01,4.672557860612869263e-02
1.795037537813186646e-01,5.590694025158882141e-02
2.341907173395156860e-01,1.474497746676206589e-02
1.617751568555831909e-01,7.332808524370193481e-02
1.816359907388687134e-01,4.692221805453300476e-02
1.878526359796524048e-01,5.783432722091674805e-02
1.805882751941680908e-01,5.795124918222427368e-02
1.721518039703369141e-01,5.792810767889022827e-02
2.043233215808868408e-01,4.469336941838264465e-02
1.802682876586914062e-01,6.766958534717559814e-02
1.825530081987380981e-01,5.846511572599411011e-02
1.780748963356018066e-01,6.808967888355255127e-02
2.213558852672576904e-01,1.691439189016819000e-02
1.897790431976318359e-01,4.339871555566787720e-02
1.899493932723999023e-01,3.864168003201484680e-02
2.130506932735443115e-01,3.608553111553192139e-02
1.694219708442687988e-01,3.593201935291290283e-02
2.114609777927398682e-01,1.707636378705501556e-02
1.330400109291076660e-01,2.035683579742908478e-02
1.497139930725097656e-01,3.132301941514015198e-02
1.785497665405273438e-01,5.634390935301780701e-02
1.921055018901824951e-01,4.183176532387733459e-02
2.269398868083953857e-01,1.883582212030887604e-02
2.068268060684204102e-01,3.426365181803703308e-02
1.579730510711669922e-01,4.520424827933311462e-02
2.057287395000457764e-01,1.298507861793041229e-02
1.754252612590789795e-01,4.640846699476242065e-02
2.111587822437286377e-01,2.933054044842720032e-02
2.076783478260040283e-01,4.214076325297355652e-02
1.624622941017150879e-01,3.766734898090362549e-02
1.489606499671936035e-01,1.375152077525854111e-02
2.238137722015380859e-01,1.003171503543853760e-02
1.282202005386352539e-01,5.197828263044357300e-02
1.633015871047973633e-01,5.489126592874526978e-02
1.566695272922515869e-01,8.633221685886383057e-02
9.108507633209228516e-02,5.000864341855049133e-02
1.238280534744262695e-01,2.103419974446296692e-02
7.783818244934082031e-02,1.205045264214277267e-02
6.233435869216918945e-02,7.451910991221666336e-03
3.439348936080932617e-02,2.481544623151421547e-03
4.473543167114257812e-02,8.082761429250240326e-03
2.457082271575927734e-02,8.004974806681275368e-04
3.111153841018676758e-02,1.503766048699617386e-03
6.760251522064208984e-02,8.635909855365753174e-02
2.783608436584472656e-02,1.876389142125844955e-03
8.204048871994018555e-02,3.113486245274543762e-02
2.094817161560058594e-02,1.544798258692026138e-03
6.625717878341674805e-02,1.351653970777988434e-02
1.190114021301269531e-01,2.733772434294223785e-02
5.628424882888793945e-02,9.984258562326431274e-03
5.524945259094238281e-02,2.729035913944244385e-03
9.365570545196533203e-02,1.123701687902212143e-02
3.085649013519287109e-02,1.818078220821917057e-03
2.177512645721435547e-02,9.718435467220842838e-04
2.275776863098144531e-02,9.727351716719567776e-04
1.573872566223144531e-02,2.258156164316460490e-04
4.783022403717041016e-02,4.319284483790397644e-02
1.990348100662231445e-02,4.974698647856712341e-03
2.531999349594116211e-02,3.607437538448721170e-04
3.117024898529052734e-02,1.393819809891283512e-03
3.268313407897949219e-02,1.824178546667098999e-02
1.212084293365478516e-02,2.891016774810850620e-04
4.882234334945678711e-02,5.838202312588691711e-03
6.965398788452148438e-03,5.275433431961573660e-05
5.023181438446044922e-02,5.699654668569564819e-02
6.190967559814453125e-02,3.063761815428733826e-02
4.155820608139038086e-02,2.437081886455416679e-03
4.252910614013671875e-02,1.581014133989810944e-02
3.587067127227783203e-02,6.935206707566976547e-03
3.878039121627807617e-02,1.651794649660587311e-02
7.607018947601318359e-02,1.539788953959941864e-02
4.509842395782470703e-02,9.506136178970336914e-03
1.140220761299133301e-01,7.715475559234619141e-02
9.342187643051147461e-02,4.976555332541465759e-02
6.238698959350585938e-02,5.564255639910697937e-02
5.801296234130859375e-02,1.472604647278785706e-02
6.614071130752563477e-02,1.135822013020515442e-02
4.589092731475830078e-02,5.466483533382415771e-03
4.598546028137207031e-02,3.621663432568311691e-03
5.957275629043579102e-02,5.363243632018566132e-03
7.758808135986328125e-02,7.659461814910173416e-03
1.487216949462890625e-01,2.890368923544883728e-02
8.210253715515136719e-02,1.600601151585578918e-02
1.523625254631042480e-01,5.158670246601104736e-02
7.497018575668334961e-02,8.614005520939826965e-03
7.526952028274536133e-02,1.231268513947725296e-02
5.938923358917236328e-02,1.244757510721683502e-02
1.297632455825805664e-01,3.092790208756923676e-02
1.458599567413330078e-01,4.006792232394218445e-02
1.584613919258117676e-01,4.249396547675132751e-02
1.779203712940216064e-01,4.939417541027069092e-02
