C:\ProgramData\Anaconda3\envs\torch\python.exe D:/Papers/交通事件检测/TRAFFIC(第三版)/BCNN_V4/main_bayesian.py
C:\ProgramData\Anaconda3\envs\torch\lib\site-packages\torch\nn\functional.py:718: UserWarning: Named tensors and all their associated APIs are an experimental feature and subject to change. Please do not use them for anything important until they are released as stable. (Triggered internally at  ..\c10/core/TensorImpl.h:1156.)
  return torch.max_pool2d(input, kernel_size, stride, padding, dilation, ceil_mode)
0,7464134.6389,0.5356,6418390.1159,0.5111
1,5853076.2500,0.5243,5317661.3696,0.5206
2,4955971.2222,0.5486,4609973.0942,0.5190
3,4359146.0556,0.5512,4110662.4601,0.5272
4,3923946.5972,0.5612,3733386.1449,0.5796
5,3586895.5833,0.5816,3434168.8261,0.5698
6,3312885.3889,0.5968,3185328.5435,0.5840
7,3082208.2778,0.5872,2972345.1486,0.5993
8,2882591.4861,0.5924,2786602.7246,0.5923
9,2707326.7222,0.5768,2621885.3152,0.5917
10,2550808.8194,0.6202,2474226.6449,0.6112
11,2410181.0000,0.5951,2340861.1159,0.5942
12,2282522.4583,0.6120,2219308.6014,0.6142
13,2165903.0556,0.6220,2108331.2862,0.5833
14,2059356.3194,0.5582,2005933.0507,0.5909
15,1960776.9375,0.5864,1911462.5507,0.6036
16,1869616.3472,0.6124,1824016.9728,0.6112
17,1784975.2639,0.6367,1743174.0344,0.5796
18,1706790.7083,0.6089,1667289.9674,0.6029
19,1633435.7361,0.6146,1596881.3967,0.5918
20,1565130.2847,0.6168,1532239.7645,0.5382
21,1501401.3819,0.5894,1468899.3315,0.6062
22,1441147.2500,0.6037,1410751.4819,0.6002
23,1384645.6389,0.5955,1356921.1069,0.5489
24,1331690.2847,0.6159,1304793.1286,0.6103
25,1281706.1597,0.5998,1256172.4330,0.6088
26,1234371.7708,0.5955,1210783.5217,0.5521
27,1189907.2778,0.5786,1166994.5616,0.6026
28,1147382.5347,0.6128,1126072.0109,0.5923
29,1107401.0000,0.6133,1087345.4384,0.5690
30,1069460.9444,0.6155,1050149.5797,0.5947
31,1033290.5625,0.6176,1014967.1703,0.6062
32,999177.3090,0.6081,981751.0960,0.5915
33,966738.5417,0.5551,949854.8868,0.6057
34,935444.3681,0.6076,919524.1495,0.6086
35,905842.3160,0.6076,890858.0634,0.5892
36,877534.1701,0.6202,863189.1141,0.6066
37,850651.4549,0.6046,836808.1920,0.6145
38,824692.4722,0.6428,813923.6739,0.5388
39,800322.2153,0.6233,787649.6594,0.6267
40,776787.5243,0.6016,764579.3832,0.6262
41,754035.8021,0.6359,742431.1159,0.6271
42,732242.8264,0.6545,721440.1105,0.6163
43,711925.5938,0.5951,701002.9973,0.6298
44,691971.3472,0.6029,681457.9638,0.6281
45,672458.0000,0.6359,663488.3406,0.5684
46,654318.1493,0.6141,644849.5652,0.6186
47,636501.6806,0.6272,627392.8342,0.6403
48,619552.7431,0.6233,610717.7618,0.6434
49,603237.0903,0.6241,594691.0969,0.6394
50,587280.7153,0.6428,579173.4511,0.6460
51,572130.3194,0.6432,564288.0181,0.6499
52,557461.2361,0.6389,549979.3197,0.6322
53,543324.8403,0.6372,536192.2781,0.6408
54,529864.6910,0.6484,522840.4361,0.6434
55,516456.4774,0.6840,510196.5000,0.6105
56,503962.0417,0.6480,497467.9547,0.6582
57,491745.9566,0.6354,485610.1232,0.6382
58,479869.5382,0.6545,473853.1599,0.6469
59,468332.1910,0.6597,462468.9534,0.6534
60,457226.6823,0.6471,451775.4189,0.6368
61,446580.6615,0.6480,440991.7314,0.6608
62,435986.9167,0.6797,430699.0149,0.6676
63,425949.2326,0.6723,420981.9928,0.6614
64,416241.4375,0.6766,411443.2749,0.6518
65,406921.4549,0.6580,402018.6141,0.6714
66,397837.5885,0.6671,393051.0380,0.6672
67,388796.4965,0.6706,384315.4796,0.6757
68,380302.2917,0.6667,375893.6698,0.6658
69,371832.6076,0.6884,367735.9860,0.6585
70,363936.7604,0.6602,359709.5308,0.6694
71,356067.4618,0.6688,351941.9810,0.6688
72,348179.6198,0.6853,344452.0874,0.6680
73,340735.9028,0.7010,337249.9429,0.6535
74,333677.1128,0.6623,329984.5639,0.6706
75,326753.0365,0.6749,323022.5476,0.6808
76,319764.4757,0.6944,316577.6110,0.6656
77,313418.4271,0.6732,309785.1073,0.6811
78,306782.7326,0.6771,303479.0118,0.6800
79,300450.8316,0.6788,297343.0222,0.6771
80,294317.1493,0.6931,291395.9040,0.6793
81,288308.4219,0.7049,285407.1264,0.6846
82,282596.0677,0.6892,279672.8039,0.6901
83,277079.8733,0.6706,274147.6621,0.6866
84,271473.4722,0.6940,268605.0444,0.6943
85,266129.3368,0.6992,263401.0892,0.6825
86,260863.4913,0.6918,258417.4561,0.6807
87,255615.6311,0.7140,253307.8363,0.6852
88,250822.0651,0.6888,248426.8605,0.6888
89,245993.9497,0.6853,243588.5947,0.6868
90,241244.5625,0.7023,238959.0765,0.6932
91,236724.0417,0.6984,234368.3757,0.6915
92,232284.8845,0.6910,230020.5793,0.6930
93,227960.6571,0.6936,226061.7378,0.6642
94,223706.6623,0.6884,221500.7978,0.6928
95,219312.3238,0.7140,217294.3200,0.7011
96,215180.7587,0.7161,213390.5337,0.6931
97,211628.4783,0.6862,209480.9601,0.6963
98,207665.2222,0.6997,205558.1107,0.7031
99,203512.4905,0.7140,201822.6615,0.6999
100,199951.6988,0.6957,198153.5254,0.6982
101,196527.1589,0.7057,194516.2602,0.7064
102,192800.1120,0.7166,191053.9860,0.7085
103,189476.0816,0.6975,187768.3211,0.6979
104,185858.5113,0.7287,184391.1130,0.7020
105,182544.4080,0.7140,180956.9312,0.7112
106,179466.1276,0.7027,177886.4062,0.7017
107,176381.4062,0.6953,174667.7717,0.7083
108,173078.9002,0.7049,171526.1923,0.7172
109,170059.0703,0.7127,168587.7111,0.7107
110,167054.8984,0.7227,165682.1669,0.7149
111,163952.9115,0.7487,162970.3456,0.7057
112,161325.3533,0.7266,160109.1184,0.7153
113,158569.2405,0.7253,157289.2559,0.7156
114,155716.4071,0.7374,154735.6202,0.7060
115,153113.5538,0.7209,151897.0161,0.7190
116,150772.1259,0.7179,149360.8725,0.7175
117,147889.5278,0.7391,147010.4185,0.7006
118,145491.2552,0.7235,144267.1791,0.7198
119,143224.7865,0.7218,141889.1098,0.7246
120,140877.4635,0.7244,139551.9538,0.7163
121,138397.9497,0.7309,137108.2396,0.7280
122,135914.5642,0.7335,134877.2536,0.7222
123,133622.1016,0.7409,132633.1139,0.7271
124,131427.4944,0.7283,130610.7584,0.7094
125,129327.6970,0.7370,128250.9065,0.7349
126,127053.5213,0.7474,126156.2426,0.7306
127,125011.4301,0.7513,124085.4897,0.7296
128,122808.7257,0.7552,122451.9966,0.7198
129,121058.6146,0.7422,120053.8085,0.7360
130,118979.1671,0.7422,118421.2397,0.7206
131,117085.4701,0.7500,116255.5781,0.7288
132,115024.8572,0.7487,114498.1937,0.7275
133,113527.0347,0.7218,112702.8719,0.7196
134,111680.2747,0.7335,110677.4244,0.7392
135,109576.5109,0.7474,109002.6743,0.7408
136,107987.2383,0.7483,107295.5772,0.7344
137,106221.6562,0.7587,105562.1695,0.7404
138,104456.8550,0.7617,103765.9767,0.7462
139,102957.3103,0.7483,102222.7757,0.7425
140,101416.6389,0.7431,100589.6406,0.7455
141,99629.1432,0.7539,99064.0513,0.7386
142,98232.2626,0.7374,97591.0819,0.7399
143,96632.0881,0.7582,95964.1373,0.7425
144,95000.1046,0.7617,94411.6075,0.7447
145,93280.8012,0.7656,93053.7159,0.7420
146,92023.5720,0.7591,91469.6476,0.7504
147,90653.9327,0.7465,90139.2514,0.7502
0148,89442.2695,0.7383,88685.6946,0.7527
149,87892.4588,0.7691,87506.8205,0.7377
150,86863.3203,0.7300,86119.5619,0.7386
151,85174.1523,0.7626,84753.9984,0.7463
152,83774.7040,0.7674,83443.2053,0.7493
153,82747.3155,0.7635,82136.1305,0.7481
154,81086.5386,0.7665,80836.1064,0.7549
155,79987.5729,0.7617,79562.1673,0.7606
156,78873.1263,0.7695,78350.4598,0.7556
157,77570.3702,0.7613,77174.3021,0.7606
158,76356.7465,0.7582,76100.4548,0.7550
159,75213.0903,0.7661,74948.5245,0.7525
160,74141.8811,0.7556,73879.2250,0.7490
161,72915.8238,0.7691,72735.6210,0.7630
162,72001.2452,0.7674,71616.2143,0.7564
163,70730.1515,0.7713,70497.9273,0.7581
164,69828.8424,0.7630,69533.5532,0.7569
165,68914.6137,0.7704,68626.8439,0.7485
166,67595.6727,0.7700,67590.0165,0.7537
167,66549.9067,0.7817,66679.2201,0.7388
168,65849.1189,0.7487,65431.2358,0.7600
169,64380.1369,0.7869,64653.5483,0.7515
170,63876.0935,0.7826,63522.7752,0.7604
171,62701.5282,0.7678,62539.3895,0.7642
172,61718.8668,0.7852,61660.9263,0.7621
173,61138.4718,0.7661,60721.4148,0.7697
174,60009.8145,0.7782,59958.6717,0.7689
175,59232.8548,0.7786,59126.7165,0.7558
176,58232.5964,0.7865,58256.2301,0.7571
177,57348.1621,0.7847,57254.7472,0.7615
178,56468.7307,0.7891,56521.7048,0.7664
179,55626.0597,0.7969,55575.9897,0.7722
180,54798.4021,0.7986,54722.2657,0.7704
181,54130.3420,0.7930,54088.5903,0.7623
182,53366.6159,0.7808,53238.8148,0.7723
183,52538.4661,0.7778,52500.9647,0.7669
184,51839.7090,0.7830,51812.2264,0.7605
185,50959.8730,0.7865,51306.6363,0.7565
186,50526.2806,0.7721,50363.8578,0.7668
187,49478.2418,0.7973,49606.4485,0.7652
188,48959.6725,0.7773,48902.5791,0.7665
189,48200.0312,0.7747,48186.1216,0.7700
190,47655.2836,0.7782,47902.6385,0.7495
191,46866.4349,0.7713,46938.0250,0.7595
192,46302.3420,0.7817,46093.4399,0.7741
193,45628.5729,0.7826,45599.2379,0.7555
194,45002.3774,0.7747,44846.0637,0.7600
195,44124.9753,0.7947,44214.1787,0.7721
196,43743.5388,0.7717,43618.4466,0.7691
197,42942.4570,0.7895,43456.5734,0.7630
198,42454.1769,0.7839,42460.9687,0.7648
199,41996.7153,0.7839,41843.5532,0.7662
200,41418.9284,0.7843,41422.8163,0.7634
201,40609.2958,0.7886,40641.3636,0.7751
202,40014.3822,0.7956,40260.0934,0.7679
203,39435.4375,0.7891,39565.9543,0.7720
204,38982.9616,0.7908,39063.0886,0.7696
205,38630.5356,0.7626,38481.8202,0.7723
206,37691.1534,0.8056,37999.6415,0.7740
207,37263.5918,0.7908,37442.2959,0.7746
208,36591.5412,0.8047,37217.3079,0.7585
209,36298.4490,0.7804,36513.8858,0.7749
210,35655.2580,0.7995,36064.9493,0.7651
211,35379.4896,0.7804,35471.7564,0.7620
212,34744.7936,0.7917,34877.3950,0.7749
213,34226.6009,0.7908,34424.3453,0.7753
214,33920.9430,0.7865,33886.4206,0.7795
215,33430.4337,0.7713,33566.4490,0.7752
216,32663.7052,0.8112,33142.1991,0.7708
217,32550.7547,0.7834,32730.4602,0.7647
218,32052.4814,0.7886,32063.8774,0.7823
219,31321.9120,0.8116,31730.0192,0.7783
220,30974.0099,0.8095,31506.3729,0.7651
221,30773.3710,0.7856,30953.4540,0.7695
222,30094.1151,0.8060,30533.5763,0.7740
223,29744.1969,0.8008,30099.8528,0.7778
224,29677.1855,0.7873,29717.1052,0.7778
225,28975.4481,0.7960,29385.0660,0.7757
226,28809.4656,0.7908,29055.1856,0.7701
227,28456.7222,0.7860,28697.4046,0.7732
228,27869.0477,0.7956,28191.3303,0.7761
229,27935.1937,0.7778,27945.0380,0.7684
230,27409.3057,0.7812,27657.6968,0.7655
231,27152.5628,0.7878,27125.0082,0.7745
232,26597.8547,0.7873,26769.7688,0.7779
233,26204.9544,0.7999,26467.0719,0.7777
234,25672.0522,0.8121,26140.3390,0.7778
235,25618.6643,0.7856,25672.1761,0.7859
236,25121.0757,0.8090,25526.7284,0.7746
237,24877.1097,0.8177,25072.2793,0.7829
238,24279.8021,0.8082,24753.9737,0.7800
239,24034.7546,0.7973,24471.1774,0.7792
240,23907.3612,0.7873,24049.6766,0.7793
241,23323.3783,0.8099,23804.1772,0.7826
242,23434.5581,0.7843,23551.2190,0.7803
243,23061.9167,0.7891,23293.2703,0.7830
244,22801.9736,0.7990,22946.9932,0.7797
245,22333.3314,0.8038,22663.1032,0.7874
246,22102.1102,0.7960,22488.2512,0.7791
247,21841.1174,0.7973,22562.3551,0.7628
248,21679.6093,0.7821,21818.6373,0.7794
249,21149.2753,0.8047,21528.0289,0.7802
250,21337.7482,0.7839,21323.9337,0.7792
251,20947.4449,0.7977,21198.8808,0.7654
252,20631.9365,0.7917,20902.3720,0.7737
253,20124.5875,0.8034,20502.1369,0.7810
254,20187.5455,0.7869,20227.2330,0.7782
255,19768.0659,0.7960,20112.3675,0.7751
256,19583.0429,0.8025,19721.3713,0.7786
257,19223.5451,0.7977,19621.9655,0.7765
258,19079.2515,0.7886,19312.2833,0.7814
259,18619.7686,0.8134,19072.0736,0.7741
260,18476.4403,0.8034,18950.9323,0.7793
261,18501.5184,0.7934,18557.2209,0.7885
262,17966.8691,0.8060,18511.3583,0.7754
263,17996.1993,0.7899,18229.7619,0.7822
264,17463.8419,0.8138,17928.7037,0.7857
265,17655.5249,0.7951,17770.3544,0.7817
266,17469.8697,0.7934,17704.5594,0.7765
267,17080.0883,0.8060,17466.2745,0.7842
268,17001.5311,0.7973,17267.4796,0.7781
269,16885.7081,0.7873,17137.5548,0.7733
270,16388.6107,0.8112,16801.6863,0.7893
271,16400.5302,0.8008,16432.7554,0.7847
272,16087.1029,0.8008,16490.3505,0.7783
273,15879.9431,0.8030,16194.3327,0.7867
274,15809.2285,0.7995,16088.0033,0.7794
275,15266.0896,0.8173,15872.4556,0.7856
276,15304.4034,0.8142,15815.8336,0.7753
277,15145.3875,0.7964,15551.2701,0.7825
278,15067.1566,0.7886,15460.3927,0.7785
279,14770.9317,0.7943,15214.5528,0.7861
280,14535.2712,0.8025,15027.5736,0.7862
281,14479.3829,0.8008,14781.6857,0.7900
282,14179.4843,0.8108,14681.8248,0.7828
283,14220.9302,0.7891,14539.8238,0.7870
284,14238.8625,0.7921,14467.3857,0.7783
285,13886.0978,0.7982,14309.2696,0.7826
286,13534.4416,0.8160,14114.3241,0.7856
287,13666.4767,0.7995,13874.9389,0.7873
288,13254.8938,0.8060,13867.4139,0.7804
289,13240.0659,0.8034,13733.1900,0.7842
290,13017.7520,0.8238,13616.0280,0.7851
291,13160.5622,0.8016,13337.5868,0.7887
292,12950.3161,0.7925,13404.6263,0.7799
293,12465.0090,0.8168,13151.8466,0.7881
294,12499.9008,0.8095,13084.1601,0.7757
295,12470.4273,0.8069,12809.8615,0.7883
296,12285.1242,0.8086,12789.7921,0.7831
297,12186.9510,0.8021,12642.2340,0.7865
298,12005.7600,0.8090,12477.3495,0.7909
299,12030.3129,0.7999,12448.0702,0.7865
aleatoric: 0.134513588855696, epistemic: 0.02002617186676099
{'score': 0.5366074899572373, 'DR': 0.7456509796740524, 'FAR': 0.508324477506199, 'MTTD': 0.04951600893521966, 'PI': 0.00666680705337041}

